# objectname: TOI2000
# Telescope: Gemini South
# Date of obs.: 2022-03-17
# camera: r
# wavelength: 832nm
# annulus range&center vs. measured relative mag. limit:
0.050000 0.150000 0.100000 4.998726
0.150000 0.200000 0.175000 5.412414
0.200000 0.250000 0.225000 5.799405
0.250000 0.300000 0.275000 6.160958
0.300000 0.350000 0.325000 6.341888
0.350000 0.400000 0.375000 6.456093
0.400000 0.450000 0.425000 6.607037
0.450000 0.500000 0.475000 6.594759
0.500000 0.550000 0.525000 6.896798
0.550000 0.600000 0.575000 6.830876
0.600000 0.650000 0.625000 6.963714
0.650000 0.700000 0.675000 6.963781
0.700000 0.750000 0.725000 7.105296
0.750000 0.800000 0.775000 7.267930
0.800000 0.850000 0.825000 7.266234
0.850000 0.900000 0.875000 7.252368
0.900000 0.950000 0.925000 7.412607
0.950000 1.000000 0.975000 7.459568
1.000000 1.050000 1.025000 7.466915
1.050000 1.100000 1.075000 7.540110
1.100000 1.150000 1.125000 7.612871
1.150000 1.200000 1.175000 7.626009
# fit of angular separation vs. relative mag. limit:
0.000000 0.000000
0.010000 0.000000
0.020000 0.000000
0.025848 0.000000
0.030000 0.287627
0.040000 0.980339
0.050000 1.673050
0.060000 2.365762
0.070000 3.058473
0.080000 3.751185
0.090000 4.443896
0.100000 5.136608
0.100000 5.136608
0.110000 5.169643
0.120000 5.198733
0.130000 5.226508
0.140000 5.255598
0.150000 5.288634
0.160000 5.328244
0.170000 5.377058
0.180000 5.437574
0.190000 5.509189
0.200000 5.588212
0.210000 5.670812
0.220000 5.753162
0.230000 5.831516
0.240000 5.904095
0.250000 5.971078
0.260000 6.032732
0.270000 6.089323
0.280000 6.141119
0.290000 6.188466
0.300000 6.231781
0.310000 6.271488
0.320000 6.308009
0.330000 6.341761
0.340000 6.373034
0.350000 6.401990
0.360000 6.428786
0.370000 6.453582
0.380000 6.476538
0.390000 6.497933
0.400000 6.518159
0.410000 6.537617
0.420000 6.556703
0.430000 6.575817
0.440000 6.595370
0.450000 6.615781
0.460000 6.637474
0.470000 6.660870
0.480000 6.686357
0.490000 6.713539
0.500000 6.741240
0.510000 6.768247
0.520000 6.793350
0.530000 6.815373
0.540000 6.834001
0.550000 6.849779
0.560000 6.863288
0.570000 6.875108
0.580000 6.885815
0.590000 6.895862
0.600000 6.905575
0.610000 6.915279
0.620000 6.925295
0.630000 6.935945
0.640000 6.947521
0.650000 6.960289
0.660000 6.974510
0.670000 6.990448
0.680000 7.008356
0.690000 7.028257
0.700000 7.049947
0.710000 7.073208
0.720000 7.097826
0.730000 7.123563
0.740000 7.149700
0.750000 7.175037
0.760000 7.198349
0.770000 7.218414
0.780000 7.234058
0.790000 7.245186
0.800000 7.252791
0.810000 7.257908
0.820000 7.261577
0.830000 7.264827
0.840000 7.268546
0.850000 7.273473
0.860000 7.280342
0.870000 7.289888
0.880000 7.302806
0.890000 7.318901
0.900000 7.337084
0.910000 7.356229
0.920000 7.375210
0.930000 7.392925
0.940000 7.408806
0.950000 7.422823
0.960000 7.434969
0.970000 7.445237
0.980000 7.453635
0.990000 7.460530
1.000000 7.466646
1.010000 7.472721
1.020000 7.479496
1.030000 7.487688
1.040000 7.497501
1.050000 7.508625
1.060000 7.520731
1.070000 7.533485
1.080000 7.546554
1.090000 7.559548
1.100000 7.572019
1.110000 7.583520
1.120000 7.593599
1.130000 7.601830
1.140000 7.608303
1.150000 7.613624
1.160000 7.618421
1.170000 7.623322
