HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458838.81245,2019-12-21.3134237,bH,1.42,15.460,11.390,0.006,100.942,0.596,g
2458838.81373,2019-12-21.3147039,bH,1.44,15.446,11.374,0.007,102.390,0.633,g
2458839.80664,2019-12-22.3075920,bH,1.53,15.443,11.374,0.007,102.367,0.692,g
2458839.80792,2019-12-22.3088685,bH,1.57,15.481,11.436,0.007,96.754,0.673,g
2458840.81182,2019-12-23.3127226,bH,1.43,15.467,11.392,0.008,100.754,0.750,g
2458840.81309,2019-12-23.3140034,bH,1.40,15.462,11.386,0.007,101.266,0.664,g
2458840.81436,2019-12-23.3152714,bH,1.50,15.449,11.366,0.007,103.191,0.664,g
2458841.51086,2019-12-24.0117440,bo,1.44,15.443,11.354,0.006,104.292,0.568,g
2458841.82023,2019-12-24.3211010,bG,1.43,15.345,11.388,0.008,101.118,0.683,g
2458841.82151,2019-12-24.3223853,bG,1.44,15.354,11.420,0.007,98.208,0.642,g
2458841.82279,2019-12-24.3236615,bG,1.42,15.339,11.385,0.007,101.434,0.656,g
2458841.85340,2019-12-24.3542680,bl,1.47,15.399,11.394,0.008,100.519,0.726,g
2458841.85461,2019-12-24.3554837,bl,1.44,15.371,11.382,0.008,101.698,0.677,g
2458841.85584,2019-12-24.3567067,bl,1.45,15.361,11.393,0.008,100.678,0.702,g
2458842.75069,2019-12-25.2515318,bH,1.45,15.436,11.368,0.006,102.997,0.578,g
2458842.75196,2019-12-25.2528020,bH,1.48,15.436,11.374,0.007,102.417,0.634,g
2458842.75323,2019-12-25.2540686,bH,1.42,15.460,11.398,0.006,100.188,0.581,g
2458843.77092,2019-12-26.2717299,bl,1.56,15.379,11.391,0.007,100.843,0.642,g
2458843.77214,2019-12-26.2729519,bl,1.48,15.383,11.390,0.006,100.934,0.620,g
2458843.77336,2019-12-26.2741728,bl,1.55,15.378,11.381,0.006,101.808,0.616,g
2458845.56598,2019-12-28.0667254,bp,1.97,99.990,99.990,99.990,99.990,99.990,g
2458845.56720,2019-12-28.0679414,bp,2.00,99.990,99.990,99.990,99.990,99.990,g
2458845.56842,2019-12-28.0691644,bp,2.00,15.467,11.377,0.006,102.167,0.559,g
2458846.53454,2019-12-29.0352504,bp,1.55,15.509,11.419,0.006,98.252,0.543,g
2458846.53575,2019-12-29.0364583,bp,1.55,15.491,11.388,0.006,101.183,0.555,g
2458847.83710,2019-12-30.3377574,bH,1.44,15.485,11.403,0.007,99.807,0.614,g
2458847.83836,2019-12-30.3390268,bH,1.43,15.478,11.386,0.006,101.346,0.570,g
2458847.83963,2019-12-30.3402902,bH,1.44,15.482,11.403,0.006,99.711,0.578,g
2458848.45359,2019-12-30.9542341,bp,2.11,15.441,11.381,0.006,101.798,0.565,g
2458848.45483,2019-12-30.9554746,bp,2.07,15.449,11.379,0.006,102.002,0.556,g
2458848.45611,2019-12-30.9567583,bp,2.10,15.438,11.382,0.006,101.752,0.609,g
2458848.45751,2019-12-30.9581586,bo,2.16,99.990,99.990,99.990,99.990,99.990,g
2458848.46007,2019-12-30.9607156,bo,2.09,99.990,99.990,99.990,99.990,99.990,g
2458849.71804,2020-01-01.2186380,bG,1.39,15.312,11.409,0.007,99.122,0.667,g
2458850.54284,2020-01-02.0434180,bo,1.38,99.990,99.990,99.990,99.990,99.990,g
2458850.54406,2020-01-02.0446317,bo,1.44,99.990,99.990,99.990,99.990,99.990,g
2458850.78447,2020-01-02.2850309,bH,1.43,15.483,11.405,0.006,99.516,0.592,g
2458850.78574,2020-01-02.2863017,bH,1.43,15.472,11.409,0.006,99.203,0.581,g
2458850.78702,2020-01-02.2875754,bH,1.39,15.472,11.392,0.006,100.732,0.598,g
2458850.82760,2020-01-02.3281583,bG,1.45,15.364,11.423,0.007,97.979,0.647,g
2458850.82888,2020-01-02.3294346,bG,1.48,15.327,11.371,0.007,102.749,0.652,g
2458851.67409,2020-01-03.1746150,bl,1.51,15.375,11.394,0.008,100.562,0.665,g
2458851.67530,2020-01-03.1758320,bl,1.44,15.363,11.386,0.008,101.236,0.690,g
2458852.76164,2020-01-04.2621309,bH,1.37,15.574,11.419,0.010,98.341,0.879,g
2458852.76292,2020-01-04.2634083,bH,1.39,15.582,11.416,0.009,98.540,0.811,g
2458852.76419,2020-01-04.2646737,bH,1.46,15.558,11.411,0.009,98.972,0.843,g
2458853.63516,2020-01-05.1356121,bG,1.38,15.198,11.396,0.008,100.429,0.717,g
2458853.64049,2020-01-05.1409422,bG,1.43,15.240,11.383,0.008,101.564,0.739,g
2458853.64176,2020-01-05.1422150,bG,1.48,15.236,11.414,0.007,98.700,0.699,g
2458853.64304,2020-01-05.1434946,bG,1.51,15.209,11.388,0.008,101.185,0.742,g
2458853.74970,2020-01-05.2501625,bl,1.52,15.368,11.398,0.008,100.177,0.693,g
2458853.75094,2020-01-05.2513971,bl,1.46,15.377,11.412,0.008,98.940,0.712,g
2458853.75217,2020-01-05.2526269,bl,1.46,15.377,11.407,0.008,99.336,0.725,g
2458854.75334,2020-01-06.2537545,bH,1.46,15.327,11.356,0.007,104.152,0.630,g
2458854.75461,2020-01-06.2550313,bH,1.46,15.335,11.402,0.007,99.740,0.635,g
2458854.75588,2020-01-06.2562967,bH,1.40,15.345,11.405,0.007,99.518,0.647,g
2458855.63284,2020-01-07.1332245,bG,1.46,14.906,11.419,0.010,98.239,0.931,g
2458855.68223,2020-01-07.1826144,bl,1.47,15.126,11.394,0.009,100.476,0.850,g
2458855.68345,2020-01-07.1838327,bl,1.45,15.135,11.403,0.009,99.799,0.843,g
2458855.68466,2020-01-07.1850497,bl,1.46,15.134,11.392,0.009,100.738,0.829,g
2458855.85242,2020-01-07.3528012,bl,1.56,15.270,11.416,0.009,98.514,0.811,g
2458855.85364,2020-01-07.3540195,bl,1.52,15.271,11.408,0.008,99.302,0.765,g
2458855.85486,2020-01-07.3552365,bl,1.49,15.277,11.415,0.009,98.646,0.831,g
2458856.78752,2020-01-08.2878685,bl,1.48,15.153,11.405,0.009,99.600,0.846,g
2458856.78875,2020-01-08.2890960,bl,1.42,15.172,11.406,0.009,99.479,0.788,g
2458856.78997,2020-01-08.2903142,bl,1.46,15.150,11.392,0.008,100.779,0.761,g
2458857.76037,2020-01-09.2606846,bl,1.48,15.306,11.398,0.008,100.176,0.741,g
2458857.81896,2020-01-09.3192630,bG,1.45,15.237,11.392,0.007,100.696,0.703,g
2458857.82022,2020-01-09.3205304,bG,1.49,15.190,11.395,0.008,100.511,0.712,g
2458857.82151,2020-01-09.3218089,bG,1.44,15.250,11.398,0.007,100.255,0.708,g
2458857.83687,2020-01-09.3371737,bl,1.47,15.339,11.403,0.008,99.690,0.718,g
2458857.83808,2020-01-09.3383850,bl,1.51,15.338,11.395,0.008,100.447,0.715,g
2458857.83930,2020-01-09.3396032,bl,1.48,15.336,11.405,0.008,99.575,0.702,g
2458858.75500,2020-01-10.2552673,bH,2.41,15.246,11.400,0.008,100.045,0.763,g
2458858.75628,2020-01-10.2565473,bH,2.40,15.314,11.417,0.008,98.463,0.709,g
2458858.75755,2020-01-10.2578223,bH,2.35,15.256,11.411,0.008,99.046,0.728,g
2458858.76549,2020-01-10.2657619,bG,1.49,15.153,11.422,0.008,98.002,0.744,g
2458858.76677,2020-01-10.2670378,bG,1.48,15.144,11.397,0.008,100.220,0.767,g
2458859.52689,2020-01-11.0271300,bo,1.47,15.169,11.354,0.007,104.328,0.719,g
2458859.52812,2020-01-11.0283532,bo,1.49,15.176,11.399,0.008,100.086,0.710,g
2458860.52051,2020-01-12.0207114,bo,1.46,15.202,11.365,0.007,103.263,0.664,g
2458860.57593,2020-01-12.0761319,bp,1.48,15.318,11.388,0.007,101.112,0.621,g
2458860.57715,2020-01-12.0773513,bp,1.46,15.349,11.379,0.007,101.935,0.624,g
2458860.57836,2020-01-12.0785640,bp,1.47,15.323,11.367,0.007,103.052,0.619,g
2458860.77261,2020-01-12.2727981,bl,1.55,15.264,11.406,0.008,99.498,0.771,g
2458860.77383,2020-01-12.2740246,bl,1.41,15.258,11.390,0.008,100.896,0.745,g
2458860.77505,2020-01-12.2752414,bl,1.42,15.274,11.392,0.008,100.691,0.730,g
2458860.79663,2020-01-12.2968277,bG,1.41,15.170,11.378,0.009,102.106,0.772,g
2458860.79792,2020-01-12.2981131,bG,1.54,15.157,11.414,0.008,98.783,0.748,g
2458860.79919,2020-01-12.2993789,bG,1.50,15.155,11.383,0.008,101.633,0.758,g
2458861.82749,2020-01-13.3276446,bH,1.50,15.385,11.398,0.008,100.221,0.666,g
2458861.82877,2020-01-13.3289261,bH,1.43,15.363,11.409,0.007,99.171,0.625,g
2458862.83646,2020-01-14.3365803,bl,1.49,15.345,11.391,0.008,100.898,0.740,g
2458862.83768,2020-01-14.3378009,bl,1.44,15.347,11.405,0.008,99.486,0.713,g
2458862.83889,2020-01-14.3390168,bl,1.48,15.336,11.412,0.008,98.854,0.710,g
2458864.83668,2020-01-16.3367193,bG,1.52,15.280,11.391,0.007,100.906,0.692,g
2458864.83794,2020-01-16.3379899,bG,1.44,15.287,11.414,0.007,98.721,0.643,g
2458864.86911,2020-01-16.3691546,bl,1.46,15.285,11.418,0.008,98.346,0.772,g
2458864.87034,2020-01-16.3703753,bl,1.54,15.276,11.402,0.008,99.787,0.782,g
2458864.87155,2020-01-16.3715922,bl,1.50,15.273,11.413,0.008,98.847,0.757,g
2458866.65065,2020-01-18.1506221,bG,1.44,15.257,11.408,0.007,99.198,0.697,g
2458866.65194,2020-01-18.1519109,bG,1.49,15.246,11.397,0.007,100.257,0.708,g
2458866.65320,2020-01-18.1531783,bG,1.48,15.251,11.396,0.007,100.405,0.693,g
2458866.83430,2020-01-18.3342631,bG,1.44,15.222,11.415,0.008,98.648,0.697,g
2458866.83558,2020-01-18.3355460,bG,1.42,15.259,11.397,0.007,100.240,0.703,g
2458866.83686,2020-01-18.3368268,bG,1.45,15.237,11.379,0.007,101.887,0.697,g
2458868.80998,2020-01-20.3098768,bl,1.48,15.338,11.404,0.009,99.632,0.777,g
2458868.81120,2020-01-20.3110998,bl,1.50,15.317,11.403,0.008,99.705,0.722,g
2458868.81241,2020-01-20.3123146,bl,1.46,15.321,11.392,0.008,100.694,0.704,g
2458868.83194,2020-01-20.3318344,bG,1.60,15.279,11.397,0.007,100.325,0.698,g
2458868.83320,2020-01-20.3330967,bG,1.65,15.265,11.394,0.007,100.595,0.668,g
2458868.83445,2020-01-20.3343487,bG,1.61,15.279,11.396,0.007,100.362,0.687,g
2458869.79873,2020-01-21.2985912,bl,1.48,15.343,11.395,0.007,100.451,0.637,g
2458869.79996,2020-01-21.2998141,bl,1.45,15.340,11.398,0.007,100.202,0.646,g
2458869.80118,2020-01-21.3010393,bl,1.41,15.339,11.403,0.007,99.777,0.657,g
2458870.79597,2020-01-22.2957901,bl,1.44,15.287,11.415,0.008,98.577,0.733,g
2458870.79720,2020-01-22.2970224,bl,1.42,15.277,11.402,0.008,99.800,0.714,g
2458870.79842,2020-01-22.2982396,bl,1.46,15.273,11.400,0.008,100.024,0.702,g
2458871.80463,2020-01-23.3044129,bH,1.39,15.404,11.419,0.008,98.232,0.675,g
2458871.80591,2020-01-23.3056976,bH,1.44,15.419,11.443,0.008,96.126,0.672,g
2458871.80719,2020-01-23.3069774,bH,1.42,99.990,99.990,99.990,99.990,99.990,g
2458872.80703,2020-01-24.3067766,bl,1.39,15.319,11.399,0.007,100.038,0.672,g
2458872.80825,2020-01-24.3079944,bl,1.49,15.317,11.411,0.007,99.066,0.648,g
2458872.80948,2020-01-24.3092233,bl,1.47,15.322,11.406,0.007,99.443,0.657,g
2458875.80357,2020-01-27.3032019,bl,1.49,15.332,11.405,0.008,99.577,0.711,g
2458875.80478,2020-01-27.3044206,bl,1.49,15.326,11.394,0.008,100.558,0.718,g
2458875.80600,2020-01-27.3056387,bl,1.53,15.326,11.401,0.008,99.941,0.745,g
2458875.83543,2020-01-27.3350651,bG,1.45,15.286,11.393,0.007,100.653,0.656,g
2458876.83289,2020-01-28.3324819,bl,1.66,15.196,11.406,0.010,99.448,0.886,g
2458876.83410,2020-01-28.3337013,bl,1.63,15.167,11.376,0.010,102.192,0.897,g
2458876.83533,2020-01-28.3349265,bl,1.60,15.176,11.405,0.010,99.479,0.868,g
2458878.81334,2020-01-30.3128715,bH,1.42,15.406,11.380,0.006,101.919,0.600,g
2458878.81461,2020-01-30.3141447,bH,1.45,15.426,11.408,0.007,99.295,0.628,g
2458878.81589,2020-01-30.3154224,bH,1.40,15.431,11.408,0.008,99.275,0.713,g
2458879.60449,2020-01-31.1039900,bl,1.44,15.300,11.415,0.008,98.637,0.712,g
2458879.60571,2020-01-31.1052098,bl,1.45,15.292,11.407,0.008,99.300,0.722,g
2458879.60694,2020-01-31.1064388,bl,1.49,15.308,11.419,0.008,98.290,0.731,g
2458879.82055,2020-01-31.3200438,bH,1.45,15.419,11.398,0.007,100.191,0.671,g
2458879.82182,2020-01-31.3213108,bH,1.38,15.396,11.397,0.007,100.330,0.665,g
2458879.82311,2020-01-31.3226004,bH,1.45,15.435,11.416,0.008,98.495,0.707,g
2458880.61653,2020-02-01.1159929,bl,1.52,15.293,11.390,0.008,100.942,0.725,g
2458880.61776,2020-02-01.1172240,bl,1.44,15.304,11.382,0.008,101.700,0.738,g
2458880.81963,2020-02-01.3190821,bl,1.50,15.297,11.405,0.009,99.597,0.789,g
2458881.63303,2020-02-02.1324590,bl,1.43,15.343,11.406,0.008,99.471,0.700,g
2458881.63425,2020-02-02.1336819,bl,1.46,15.332,11.393,0.008,100.632,0.706,g
2458881.63547,2020-02-02.1348997,bl,1.45,15.337,11.398,0.008,100.280,0.700,g
2458881.81754,2020-02-02.3169636,bl,1.42,15.356,11.409,0.008,99.162,0.710,g
2458882.63267,2020-02-03.1320667,bl,1.46,15.340,11.394,0.008,100.601,0.750,g
2458882.63513,2020-02-03.1345177,bl,1.50,15.344,11.402,0.008,99.781,0.720,g
2458883.62901,2020-02-04.1283649,bH,1.43,15.476,11.417,0.008,98.473,0.772,g
2458883.63029,2020-02-04.1296443,bH,1.42,15.508,11.424,0.009,97.821,0.798,g
2458883.63157,2020-02-04.1309248,bH,1.47,15.463,11.402,0.008,99.818,0.789,g
2458883.81261,2020-02-04.3119554,bl,1.48,15.373,11.396,0.007,100.368,0.658,g
2458884.63560,2020-02-05.1349223,bl,1.46,15.319,11.407,0.008,99.405,0.680,g
2458884.63684,2020-02-05.1361627,bl,1.49,15.327,11.391,0.007,100.789,0.675,g
2458884.63806,2020-02-05.1373785,bl,1.44,15.323,11.407,0.008,99.368,0.708,g
2458884.82295,2020-02-05.3222623,bH,1.42,15.446,11.397,0.007,100.320,0.668,g
2458884.82422,2020-02-05.3235290,bH,1.41,15.446,11.406,0.007,99.393,0.632,g
2458885.64378,2020-02-06.1430663,bH,1.43,15.385,11.388,0.006,101.138,0.637,g
2458885.64506,2020-02-06.1443423,bH,1.43,15.352,11.380,0.008,101.842,0.722,g
2458885.64634,2020-02-06.1456243,bH,1.46,15.376,11.367,0.006,103.059,0.636,g
2458885.82452,2020-02-06.3238001,bl,1.49,15.353,11.394,0.008,100.527,0.686,g
2458886.63811,2020-02-07.1373619,bl,1.54,15.277,11.391,0.008,100.762,0.727,g
2458886.63933,2020-02-07.1385870,bl,1.55,15.261,11.409,0.007,99.172,0.690,g
2458886.64058,2020-02-07.1398325,bl,1.58,15.256,11.389,0.008,101.031,0.719,g
2458886.84143,2020-02-07.3406759,bl,1.51,15.348,11.388,0.008,101.128,0.682,g
2458887.60025,2020-02-08.0994673,bl,1.51,15.234,11.411,0.007,98.977,0.687,g
2458887.60147,2020-02-08.1006879,bl,1.52,15.238,11.394,0.008,100.612,0.745,g
2458887.60269,2020-02-08.1019049,bl,1.50,15.283,11.406,0.008,99.500,0.745,g
2458887.83853,2020-02-08.3377299,bH,1.44,15.308,11.363,0.008,103.461,0.719,g
2458887.83980,2020-02-08.3390115,bH,1.44,15.278,11.402,0.008,99.802,0.777,g
2458887.84109,2020-02-08.3402990,bH,1.56,15.311,11.408,0.008,99.309,0.683,g
2458887.85403,2020-02-08.3532394,bG,1.46,15.200,11.373,0.007,102.471,0.718,g
2458887.85660,2020-02-08.3558048,bG,1.43,15.226,11.446,0.008,95.912,0.687,g
2458888.83791,2020-02-09.3370768,bH,1.51,15.239,11.404,0.009,99.646,0.879,g
2458888.83920,2020-02-09.3383718,bH,1.59,15.113,11.401,0.009,99.856,0.794,g
2458888.84049,2020-02-09.3396591,bH,1.61,15.228,11.417,0.009,98.468,0.784,g
2458888.84575,2020-02-09.3449187,bG,1.44,15.073,11.401,0.009,99.924,0.820,g
2458888.84702,2020-02-09.3461940,bG,1.51,15.051,11.379,0.008,101.985,0.811,g
2458888.84830,2020-02-09.3474743,bG,1.55,15.025,11.404,0.009,99.619,0.847,g
2458889.65965,2020-02-10.1588083,bl,1.53,15.232,11.401,0.008,99.919,0.751,g
2458889.66088,2020-02-10.1600289,bl,1.45,15.260,11.414,0.008,98.713,0.756,g
2458889.66211,2020-02-10.1612572,bl,1.52,15.203,11.411,0.009,98.946,0.789,g
2458889.86040,2020-02-10.3595385,bG,1.46,15.116,11.388,0.008,101.113,0.789,g
2458889.86167,2020-02-10.3608159,bG,1.44,15.156,11.388,0.008,101.053,0.760,g
2458890.79654,2020-02-11.2956461,bl,1.43,15.311,11.388,0.008,101.055,0.706,g
2458890.79777,2020-02-11.2968710,bl,1.45,15.285,11.400,0.008,100.073,0.753,g
2458890.79899,2020-02-11.2980931,bl,1.42,15.275,11.395,0.008,100.440,0.755,g
2458890.81198,2020-02-11.3110876,bG,1.53,15.172,11.394,0.008,100.575,0.759,g
2458890.81326,2020-02-11.3123645,bG,1.45,15.138,11.381,0.008,101.801,0.737,g
2458891.85585,2020-02-12.3549196,bG,1.43,15.191,11.406,0.008,99.460,0.751,g
2458891.85713,2020-02-12.3561995,bG,1.41,15.217,11.419,0.008,98.211,0.723,g
2458891.85840,2020-02-12.3574714,bG,1.43,15.073,11.389,0.008,101.011,0.805,g
2458892.88447,2020-02-13.3835089,bH,1.49,15.251,11.379,0.008,101.951,0.786,g
2458892.88574,2020-02-13.3847787,bH,1.50,15.229,11.381,0.007,101.794,0.718,g
2458892.88702,2020-02-13.3860526,bH,1.43,15.198,11.388,0.008,101.067,0.741,g
2458893.63754,2020-02-14.1365547,bl,1.47,15.334,11.389,0.008,101.036,0.682,g
2458893.63876,2020-02-14.1377704,bl,1.46,15.345,11.389,0.008,101.060,0.682,g
2458893.63998,2020-02-14.1389876,bl,1.47,15.344,11.397,0.008,100.307,0.687,g
2458893.80495,2020-02-14.3039650,bG,1.50,15.273,11.412,0.007,98.898,0.672,g
2458893.80623,2020-02-14.3052347,bG,1.42,15.252,11.406,0.007,99.405,0.668,g
2458893.80750,2020-02-14.3065101,bG,1.43,15.245,11.401,0.007,99.912,0.649,g
2458894.61482,2020-02-15.1138076,bl,1.46,15.338,11.401,0.007,99.951,0.638,g
2458894.61606,2020-02-15.1150386,bl,1.48,15.340,11.393,0.007,100.677,0.667,g
2458894.61729,2020-02-15.1162677,bl,1.43,15.341,11.394,0.008,100.569,0.702,g
2458894.82931,2020-02-15.3282861,bl,1.53,15.310,11.401,0.008,99.928,0.777,g
2458896.85130,2020-02-17.3502126,bG,1.46,99.990,99.990,99.990,99.990,99.990,g
2458896.85258,2020-02-17.3514920,bG,1.46,99.990,99.990,99.990,99.990,99.990,g
2458896.85386,2020-02-17.3527678,bG,1.47,14.396,11.286,0.020,111.116,2.028,g
2458896.85907,2020-02-17.3579754,bH,1.40,14.566,11.361,0.015,103.737,1.416,g
2458896.86034,2020-02-17.3592502,bH,1.42,14.413,11.504,0.022,90.860,1.838,g
2458897.66752,2020-02-18.1664002,bG,1.41,15.333,11.438,0.007,96.544,0.633,g
2458897.66880,2020-02-18.1676763,bG,1.41,15.304,11.379,0.007,101.917,0.641,g
2458897.67007,2020-02-18.1689538,bG,1.43,15.334,11.407,0.007,99.378,0.628,g
2458897.84320,2020-02-18.3420782,bG,1.39,15.280,11.384,0.007,101.554,0.672,g
